seqname,tax_id
A00003706,g__Pseudomonas
A00003707,g__Anaplasma
A00003704,g__Terriglobus
A00003705,g__Rickettsia
A00003702,g__Streptomyces
A00003703,g__Bacteroides
A00003700,g__Staphylococcus
A00003701,g__Congregibacter
A00005417,g__Salmonella
A00003708,g__Staphylococcus
A00003709,g__Oribacterium
C00001519,g__Candidatus_Moduliflexus
C00001513,o__O4D2Z37
C00001512,o__Pla1
C00001511,p__Zixibacteria
C00001510,k__Bacteria
C00001517,g__DCE29
C00001516,o__SHA-20
C00001515n0,p__WS1
C00001515n1,p__WS1
C00001514,o__Pla1
C00002963,p__Zixibacteria
C00002962,p__Armatimonadetes
C00002961,g__Candidatus_Aminicenans
C00002960,g__Candidatus_Aminicenans
C00002967,p__Fervidibacteria
C00002966,p__Calescamantes
C00002964n0,p__Marinimicrobia
C00002964n1,p__Marinimicrobia
C00002969,p__Omnitrophica
C00002968,k__Bacteria
A00003624,g__Staphylococcus
C00002738,o__[Saccharimonales]
A00004938,f__Nostocaceae
A00004939,g__Enterococcus
A00004934,f__Holophagaceae
A00004935,f__Flavobacteriaceae
A00004936,f__Sphingomonadaceae
A00004937,g__Propionibacterium
A00004930,o__Oceanospirillales
A00004931,o__Oceanospirillales
A00004932,g__Pleomorphomonas
A00004933,f__Flavobacteriaceae
C00002739,f__Rhodothermaceae
A00004467,g__Lachnoclostridium
A00004464,f__Rhodobacteraceae
A00004465,g__Staphylococcus
A00004462,g__Brevundimonas
A00002986,g__Vibrio
A00001103,g__Nitrosococcus
A00004460,g__Vibrio
A00004461,f__Rhodobacteraceae
C00000837,g__Candidatus_Accumulibacter
C00000836,g__Flavobacterium
C00000835,c__SJA-28
C00000834,f__Chitinophagaceae
C00000833,o__Obscuribacterales
C00000832,f__Rhodocyclaceae
C00000831,f__Cryomorphaceae
C00000830,p__Parcubacteria
C00000839,g__Candidatus_Accumulibacter
C00000838,f__Comamonadaceae
A00001108,g__Propionibacterium
A00001109,g__Rhodobacter
C00002732,f__[Chthoniobacteraceae]
C00002733,g__Thiothrix
A00000138,g__Leptospira
A00000139,g__Listeria
A00000130,g__Lactobacillus
A00000131,g__Lactococcus
A00000132,g__Lawsonia
A00000133,g__Legionella
A00000134,g__Legionella
A00000135,g__Legionella
A00000136,g__Leifsonia
A00000137,g__Leptospira
A00000426,g__Oenococcus
A00000427,g__Paracoccus
A00000424,g__Neisseria
A00000425,g__Nocardioides
A00000422,g__Mycobacterium
A00000423,g__Mycobacterium
A00000420,g__Mycobacterium
A00000421,g__Mycobacterium
A00000428,g__Pediococcus
A00000429,g__Geobacter
C00001873n0,g__Escherichia
C00001873n1,g__Escherichia
C00001724,c__[Babelacia]
C00001725,g__Syntrophobacter
C00001720,o__Pla1
C00001721,p__Parcubacteria
C00001722,p__TM6
C00001723,g__Geobacter
C00002192,g__Pseudomonas
C00002193,g__Flavobacterium
C00002190,g__Solibacillus
C00002191,g__Anabaena_Nostoc
C00002196,g__Arcobacter
A00004259,g__Enterococcus
A00004258,g__Burkholderia
A00004709,o__Alteromonadales
A00004708,g__Brachyspira
A00001559,f__Thermoproteaceae
A00001558,g__Thermococcus
A00001555,f__[Thermovenabulaceae]
A00001554,g__Streptococcus
A00001557,f__Thermococcaceae
A00001556,g__Thermoanaerobacterium
A00001551,g__Streptococcus
A00001550,g__Streptococcus
A00001553,g__Streptococcus
A00001552,g__Streptococcus
A00005078,g__Escherichia
A00005079,g__Mycobacterium
A00005072,g__Escherichia
A00005073,g__Escherichia
A00005070,g__Escherichia
A00005071,g__Escherichia
A00005076,g__Escherichia
A00005077,g__Escherichia
A00005074,g__Escherichia
A00005075,g__Escherichia
A00003953,g__Erysipelothrix
A00003952,f__Comamonadaceae
A00003951,g__Ruminococcus
A00003950,g__Photobacterium
A00003957,g__Alcaligenes_Achromobacter
A00003955,g__Propionibacterium
A00003959,g__Escherichia
A00003958,g__Novosphingobium
C00000580,g__Dialister
A00002392,g__Enterococcus
A00002393,f__[Weeksellaceae]
A00002390,g__Salmonella
A00002391,o__Oceanospirillales
A00002396,g__Lactobacillus
A00002397,g__Mycobacterium
A00002394,g__Congregibacter
A00002395,g__Burkholderia
A00002398,g__Salmonella
A00002399,c__Planctomycetia
A00005466,g__Thioalkalivibrio
A00005057,g__Pseudomonas
C00000138,f__Chlorobiales
C00000139,g__Chromatiaceae
C00000136,p__Omnitrophica
C00000137,f__Chlorobiales
C00000134,c__SJA-28
C00000135,f__Flavobacteriales
C00000132,g__Candidatus_Accumulibacter
C00000133,o__Cytophagales
C00000130,g__Prosthecobacter
C00000131,g__Candidatus_Accumulibacter
A00003045,f__Bradyrhizobiaceae
A00003044,g__Candidatus_Arthromitus
A00003047,g__Burkholderia
A00003046,g__Streptococcus
A00003041,f__Rhodobacteraceae
A00003040,g__Selenomonas
A00003043,g__Corynebacterium
A00003042,f__[Acetivibrionaceae]
A00003049,f__Nocardiopsaceae
A00003048,g__Chlamydia
A00000633,g__Acinetobacter
A00000632,g__Acinetobacter
A00000631,f__Acholeplasmataceae
A00000630,g__Yersinia
A00000637,f__Alcaligenaceae
A00000636,f__Beijerinckiaceae
A00000635,g__Aeromonas
A00000634,g__Actinobacillus
A00000639,g__Burkholderia
A00000638,g__Burkholderia
C00001261n0,o__Spirochaetales
C00001261n1,o__Spirochaetales
C00001261n2,o__Spirochaetales
C00001263,o__Bacteroidales
C00001262,f__Propionibacteriaceae
C00001265,o__[Cloacimonales]
C00001264,g__Proteiniphilum
C00001267,o__Bacteroidales
C00001268,o__Bacteroidales
C00002266,o__Gastranaerophilales
C00002260,o__Caenarcaniphilales
A00005111,g__Cycloclasticus
A00005110,g__Francisella
A00005113,g__Acinetobacter
A00005112,g__Campylobacter
A00005115,g__Variovorax
A00005114,g__Amycolatopsis
A00005117,f__Neisseriaceae
A00000099,g__Francisella
A00000098,g__Francisella
A00000097,g__Escherichia
A00000096,g__Escherichia
A00000095,g__Escherichia
A00000094,g__Escherichia
A00000093,g__Escherichia
A00000092,g__Escherichia
A00000091,f__Sphingomonadaceae
A00000090,g__Pectobacterium
A00005634,g__Myxococcus
A00004134,g__Listeria
A00001943,f__Methanomicrobiaceae
A00004136,g__Actinoplanes
A00004137,g__Lactobacillus
A00004130,g__Mycobacterium
A00004131,f__Francisellaceae
A00001944,f__Thermococcaceae
A00001945,f__Thermoplasmataceae
A00001948,o__Thermoplasmatales
A00001949,f__Halobacteriaceae
A00004138,g__Serratia
A00004139,g__Methyloversatilis
A00000897,f__Acidimicrobiaceae
A00000896,g__Acetobacter
A00000895,g__Wolbachia
A00000894,g__Vibrio
A00000893,g__Vibrio
A00000892,f__Aeromonadaceae
A00000891,f__Rhodocyclaceae
A00000890,g__Sulfurihydrogenibium
A00003450,g__Methylosinus
A00000899,g__Aggregatibacter
A00000898,f__Pseudonocardiaceae
A00004398,g__Turicibacter
A00004399,g__Burkholderia
A00003983,g__Brucella
A00004390,g__Ruminococcuse1
A00004391,g__Lactobacillus
A00004392,g__Flavobacterium
A00004393,g__Thiothrix
A00004394,g__Bacteroides
A00004395,f__Pseudomonadaceae
A00004396,g__Atopobium
A00003457,g__Bradyrhizobium
A00000022n0,g__Bacteroides
A00000022n1,g__Bacteroides
A00003454,g__Propionibacterium
A00000023,g__Bartonella
A00003455,g__Paracoccus
A00000020,g__Bacteroides
A00002103,g__Streptococcus
A00000793,f__Acaryochloridaceae
A00002102,g__Bacillus
A00000026,g__Bdellovibrio
A00002101,g__Helicobacter
A00000795,g__Desulfatibacillum
A00002100,g__Bacillus
A00000796,g__Desulfitobacterium
A00002107,f__Rhodobacteraceae
A00000025,f__Enterobacteriaceae
A00002106,g__Staphylococcus
A00002105,g__Campylobacter
A00002104,g__Thermaerobacter
A00005631,f__Comamonadaceae
A00002947,f__Rhodobacteraceae
A00002946,g__Methylosinus
A00002945,g__Pseudomonas
A00002944,g__Campylobacter
A00002943,g__Thermocrinis
A00002942,g__Brucella
A00002941,g__Mycobacterium
A00002940,g__Sulfobacillus
A00002948,g__Streptococcus
A00001766,g__Prevotella
A00001767,g__Chlamydia
A00001764,s__nucleatum
A00001765,g__Fusobacterium
A00001762,g__Chlamydia
A00001763,g__Chlamydia
A00001760,g__Chlamydia
A00001761,g__Chlamydia
A00001768,g__Bacteroides
A00001769,g__Chlamydia
A00005449,g__Thiomicrospira
A00005448,g__Bradyrhizobium
A00002499,f__Paenibacillaceae
A00002498,g__Corynebacterium
A00002495,g__Bacillus
A00002494,g__Neisseria
A00002497,g__Thioalkalimicrobium
A00002496,g__Burkholderia
A00002491,g__Aggregatibacter
A00002490,g__Escherichia
A00002493,f__Rhodobacteraceae
A00002492,g__Congregibacter
C00002039,o__O4D2Z37
C00002038,o__Bacteroidales
C00002031,g__Mesotoga
C00002030,f__Peptococcaceae
C00002033,g__Syntrophobacter
C00002032,o__OPB11
C00002035,k__Bacteria
C00002034,o__Pla1
C00002037,o__Caenarcaniphilales
C00002036,f__Propionibacteriaceae
A00003548,g__Lactobacillus
A00003549,g__Streptococcus
C00000663,o__[Betafibrobacterales]
A00003540,g__Parascardovia
A00003541,g__Aggregatibacter
A00003542,o__Rhizobiales
A00003543,g__Pantoea
A00003544,g__Lactobacillus
A00003546,g__Enterococcus
A00003547,g__Staphylococcus
A00003855,g__Listeria
A00003852,f__Peptostreptococcaceae
A00003853,f__Saprospiraceae
A00002239,g__Lactobacillus
A00002238,g__Campylobacter
A00003850,g__Bacillus
A00002231,f__Methylophilaceae
A00002230,g__Vibrio
A00002233,g__Selenomonas
A00003851,g__Bacillus
A00002235,g__Deinococcus
A00002234,g__Streptococcus
A00002237,g__Campylobacter
A00002236,f__Chromatiaceae
A00002587,g__Bacillus
A00002586,g__Legionella
A00002585,g__Desulfatibacillum
A00002856,g__Streptococcus
A00003728,g__Porphyromonas
A00003729,g__Burkholderia
A00003724,g__Lactobacillus
A00002583,g__Mycobacterium
A00003726,g__Pseudomonas
A00003727,g__Prevotella
A00003720,g__Stenotrophomonas
A00003721,g__Lactococcus
A00003722,g__Amycolatopsis
A00002582,g__Lactobacillus
A00002853,g__Lactobacillus
A00002580,g__Bacillus
A00005303,g__Pseudomonas
C00002596,c__OPB56
C00002597,g__Candidatus_Kuenenia
C00000850,g__Bryantella
A00000610,g__Dinoroseobacter
C00002595,o__Acidimicrobiales
C00002592,g__Magnetospirillum
C00002593,o__SBR1031
C00002590,f__Acidimicrobiaceae
C00002591,o__SBR1031
C00001288,f__Desulfobacteraceae
A00001413,g__Fibrobacter
C00002598,c__Acidobacteriia
C00001282,f__Desulfobacteraceae
C00002599,o__[Methylomirabiliales]
C00001284,o__Flavobacteriales
A00005656,g__Leptospira
A00000408,g__Lactobacillus
A00000409,g__Lactobacillus
A00000158,g__Mycobacterium
A00000159,g__Mycobacterium
A00000156,g__Mycobacterium
A00000157,g__Mycobacterium
A00000154,f__Thermoanaerobacteraceaee1
A00000155,g__Mycobacterium
A00000152,f__Methylophilaceae
A00000153,f__Methylococcaceae
A00000150,g__Methanothermobacter
A00000151,f__Methanomicrobiaceae
A00005563,g__Streptococcus
C00003032,g__Chryseobacterium
C00003033,g__Burkholderia
C00003030,g__Bacillus
C00003031,g__Burkholderia
C00003036,g__Burkholderia
C00003037,g__Streptomyces
C00003034,g__Acinetobacter
C00003035,g__Bacillus
C00003038,g__Bacillus
C00003039,g__Bacillus
A00004099,g__Streptococcus
A00004098,g__Bradyrhizobium
A00004093,g__Saccharopolyspora
A00004092,g__Bradyrhizobium
A00004091,o__Bacillales
A00004090,f__Lachnospiraceae
A00004097,g__Haemophilus
A00004096,g__Staphylococcus
A00004095,g__Glaciecola
A00004094,g__Bradyrhizobium
A00005566,g__Salinispora
A00001573,g__Bifidobacterium
A00001572,g__Bifidobacterium
A00001571,g__Bacillus
A00001570,g__Bacillus
A00001577,f__Alcaligenaceae
A00001576,g__Bifidobacterium
A00001575,g__Bifidobacterium
A00001574,g__Bifidobacterium
A00004277,g__Rhizobium
A00004276,g__Saccharomonospora
A00004274,g__Teredinibacter
A00004273,g__Desulfobacter
A00004272,g__Brucella
A00004271,g__Streptomyces
A00004270,g__Actinobacillus
A00002002,g__Sinorhizobium_Ensifer
A00002003,g__Rickettsia
A00002000,g__Pontibacter
A00002001,g__Bradyrhizobium
A00002006,f__Hyphomonadaceae
A00002007,g__Thioalkalivibrio
A00002004,g__Corynebacterium
A00002005,p__Caldiserica
A00005058,g__Rothia
A00005059,g__Pseudomonas
A00002008,g__Staphylococcus
A00002009,g__Rhodococcus
C00002498,p__Proteobacteria
C00002045,g__Candidatus_Moduliflexus
A00005562,f__Comamonadaceae
C00000079,f__Comamonadaceae
C00000078,o__Anaerolineales
C00000073,c__OPB56
C00000072,o__Cytophagales
C00000071,f__Saprospiraceae
C00000070,c__SJA-28
C00000077,f__Bdellovibrionaceae
C00000076,o__Obscuribacterales
C00000075,o__Anaerolineales
C00000074,c__SJA-28
A00003373,g__Photobacterium
A00003372,g__Nitrobacter
C00000114,g__Caldilinea
C00000115,g__Chloroflexus
C00000116,o__Chloroflexales
C00000117,g__Ktedonobacter
C00000111,o__Anaerolineales
C00000112,o__Anaerolineales
C00000113,c__Anaerolineae
C00000118,f__Chloroflexaceae
C00000119,f__Flavobacteriaceae
A00003069,g__Lactobacillus
A00003068,g__Methylomonas
A00003063,g__Pseudomonas
A00003062,f__Flavobacteriaceae
A00003060,g__Desulfobacter
A00003067,g__Photobacterium
A00003066,g__Mycobacterium
A00003065,g__Synechocystis
A00003064,s__goodfellowii
C00001308,f__Desulfobacteraceae
C00001309,f__Flavobacteriaceae
C00001302,o__Flavobacteriales
C00001300,f__Flavobacteriaceae
C00001301,f__Desulfobacteraceae
C00001304,o__Flavobacteriales
C00001305,o__Flavobacteriales
A00003456,g__Sulfitobacter
C00001246,f__Erysipelotrichaceae
C00001245,g__Acetobacterium
C00001240,p__Synergistetes
A00004871,g__Leptospira
A00004870,g__Streptococcus
A00004873,g__Nocardiopsis
A00004872,g__Gordonia
A00004875,g__Streptococcus
A00004874,g__Thioalkalivibrio
A00005406,g__Brachyspira
A00001968,f__Methanomicrobiaceae
A00001969,g__Methanococcus
A00001962,f__Halobacteriaceae
A00001963,f__Halobacteriaceae
A00001964,f__Halobacteriaceae
A00001965,g__Desulfurococcus
A00001966,g__Archaeoglobus
A00005402,g__Micromonospora
A00005560,g__Enterococcus
A00005561,g__Thioalkalivibrio
A00004569,f__Sinobacteraceae
A00004568,f__Neisseriaceae
A00005564,g__Flavobacterium
A00005565,f__Nocardiaceae
C00000684,f__Coriobacteriaceae
C00000685,g__Treponema
C00000686,o__Gastranaerophilales
C00000687,f__Oscillospiraceae
C00000680,g__Candidatus_Accumulibacter
C00000681,g__Candidatus_Accumulibacter
C00000682,f__Holophagaceae
C00000683,c__Chitinivibrione
C00000688,g__Akkermansia
C00000689,g__Alistipes
A00001296,f__Flavobacteriaceae
A00001297,f__Flavobacteriaceae
A00001294,g__Candidatus_Liberibacter
A00001295,g__Nitrospira
A00001292,g__Campylobacter
A00001293,g__Candidatus_Blochmannia
A00001290,g__Caldicellulosiruptor
A00001291,f__Deferribacteraceae
A00004561,g__Staphylococcus
A00001298,g__Peptoclostridium
A00001299,g__Deinococcus
A00004560,g__Vibrio
A00002929,g__Enterococcus
A00002928,g__Anaplasma
A00002925,g__Streptococcus
A00002924,g__Streptococcus
A00002927,g__Frankia
A00002926,g__Bradyrhizobium
A00002921,g__Yersinia
A00002920n0,g__Streptococcus
A00002920n1,g__Streptococcus
A00002923,g__Pseudomonas
A00002922,g__Streptococcus
A00000219,o__Pirellulales
A00000218,f__Comamonadaceae
A00004565,f__Flavobacteriaceae
A00000211,g__Pseudomonas
A00000210,g__Pseudomonas
A00000213,g__Psychrobacter
A00000212,g__Psychrobacter
A00000215,g__Cupriavidus
A00000214,g__Cupriavidus
A00000217,g__Rhodococcus
A00000216,g__Ralstonia
A00001039,g__Sulfurospirillum
A00001748,f__Desulfohalobiaceae
A00001749,g__Bacteroides
A00001032,o__Sphaerobacterales
A00001745,g__Flexispira
A00001030,g__Rothia
A00001747,g__Porphyromonas
A00001740,g__Chryseobacterium
A00001741,g__Bacteroides
A00001034,g__Staphylococcus
A00001743,f__Flavobacteriaceae
A00005219,g__Streptococcus
A00000435,g__Shewanella
A00000434,g__Roseobacter
A00004556,g__Streptococcus
A00000437,g__Shewanella
C00001786,p__Parcubacteria
A00002244,s__periodonticum
A00000436,g__Shewanella
C00002019,c__GN05
A00002245,g__Enterococcus
C00002017,g__Ruminococcuse1
A00000431,g__Psychromonas
A00002246,g__Staphylococcus
A00000430,g__Polaromonas
A00002247,g__Burkholderia
A00000433,g__Rhizobium
A00004557,g__Borrelia
A00002240,g__Haemophilus
A00000432,g__Pyrobaculum
A00002537,p__Synergistetes
A00004434,g__Pseudoxanthomonas
A00002534,g__Streptococcus
A00002243,f__Methylococcaceae
A00003528,g__Neisseria
A00003529,g__Alistipes
A00003526,g__Rickettsia
A00003527,g__Streptococcus
A00003524,g__Psychromonas
A00003525,g__Geobacillus
A00003522,g__Bacillus
A00003523,g__Eubacterium
A00003520,g__Oenococcus
A00003521,g__Salmonella
A00002219,g__Bacillus
A00002218,g__Congregibacter
A00002217,g__Ancylobacter
A00002216,g__Lactobacillus
A00002215,g__Lactobacillus
A00002214,g__Peptoclostridium
A00002213,g__Echinicola
A00002212,g__Staphylococcus
A00002211,g__Streptococcus
A00002210,g__Staphylococcus
A00003294,g__Streptococcus
A00003295,o__Propionibacteriales
A00003296,g__Abiotrophia
A00003297,g__Leuconostoc
A00003290,f__[Halobacillaceae]
A00003291,g__Streptomyces
A00003292,g__Campylobacter
A00003293,g__Acidaminococcus
A00003298,g__Mycobacterium
A00003299,g__Burkholderia
C00001787,k__Bacteria
A00005615,g__Corynebacterium
A00005612,g__Mycobacterium
C00000873,o__Gastranaerophilales
C00000872,f__[Barnesiellaceae]
C00000871,g__Desulfovibrio
C00000870,g__Bryantella
C00000877,f__Rhodocyclaceae
C00000876n0,g__Desulfovibrio
C00000876n1,g__Desulfovibrio
C00000875,g__Phascolarctobacterium
C00000879,p__Synergistetes
C00002659,o__Pla1
C00002658,o__Bacteroidales
C00002651,o__Clostridiales
C00002650,o__Anaerolineales
C00002653,o__Anaerolineales
C00002652,k__Bacteria
C00002655,g__Geobacter
C00002654,o__Anaerolineales
C00002657,o__SJA-15
C00002656,g__Syntrophorhabdus
A00004324,g__Brucella
A00000174,f__Halobacteriaceae
A00000175,g__Neisseria
A00000176,g__Neisseria
A00000177,g__Neisseria
A00000170,g__Ureaplasma
A00000171,g__Mycoplasma
A00000172,g__Mycoplasma
A00000173,g__Myxococcus
A00000178,g__Neorickettsia
A00000179,g__Nitrobacter
A00004327,g__Candidatus_Pelagibacter
C00003018,g__Enterobacter
C00003019,g__Burkholderia
C00003010,p__Atribacteria
C00003013,g__Candidatus_Saccharimonas
C00003014,g__Burkholderia
C00003015,g__Burkholderia
C00003016,g__Rhizobium
C00003017,g__Burkholderia
C00002228,o__Gastranaerophilales
C00002229,o__Gastranaerophilales
C00002220,g__Pseudomonas
C00002223,g__Flavobacterium
C00002224,g__Solibacillus
C00002226,p__Armatimonadetes
C00002227n0,o__Gastranaerophilales
C00002227n1,o__Gastranaerophilales
A00004071,g__Burkholderia
A00004070,g__Paenibacillus
A00004073,g__Veillonella
A00004072,g__Megasphaera
A00004075,g__Cohnella
A00004074,g__Rhodanobacter
A00004077,g__Streptomyces
A00004076,g__Veillonella
A00004078,f__Methylococcaceae
A00004215,g__Mycobacterium
A00004214,g__Amycolatopsis
A00004217,g__Escherichia
A00004216,g__Helicobacter
A00004211,g__Rickettsia
A00004210,g__Desulfitobacterium
A00004213,g__Mycobacterium
A00004212,f__Micrococcaceae
A00004219,g__Peptoclostridium
A00004218,g__Methylophaga
A00005036,g__Gordonia
A00005037,f__Rhodobacteraceae
A00005034,g__Fischerella
A00005035,g__Streptomyces
A00005033,f__Rhodobacteraceae
A00005030,f__Nostocaceae
A00005031,g__Pseudanabaena
A00005038,g__Agrobacterium
A00005039,g__Burkholderia
C00000091,o__Cytophagales
C00000090,c__SJA-28
C00000093,o__Methanosarcinales
C00000092,o__Gastranaerophilales
C00000094,p__Euryarchaeota
A00005542,f__Desulfobacteraceae
A00002028,g__Chlamydia
A00002029,g__Escherichia
A00002020,g__Caldicellulosiruptor
A00002021,g__Enterococcus
A00002022,g__Burkholderia
A00002023,g__Serratia
A00002024,g__Neisseria
A00002025,g__Bradyrhizobium
A00002026,f__Rhodobacteraceae
A00002027,g__Rhizobium
A00003889,g__Enterococcus
A00003888,g__Blautia
A00003881,f__Flavobacteriaceae
A00003880,g__Bacillus
A00003883,f__Methylococcaceae
A00003882,g__Mycobacterium
A00003885,g__Escherichia
A00003884,g__Salinispora
A00003887,g__Mycobacterium
A00003886,g__Escherichia
A00005540,g__Oenococcus
A00003083,f__Halobacteroidaceae
A00003082,g__Micromonospora
A00003085,g__Candidatus_Pelagibacter
A00003084,f__Erysipelotrichaceae
A00003087,g__Streptococcus
A00003086,g__Rhizobium
A00003089,f__Rhodothermaceae
A00003088,c__Anaerolineae
C00001320,k__Bacteria
C00001322,g__Desulfovibrio
C00001323,g__Bryantella
C00001324,f__Ruminococcaceae
C00001325,g__Escherichia
C00001326,f__Oscillospiraceae
C00001327,g__Desulfovibrio
C00001329,o__Gastranaerophilales
A00002963,g__Sinorhizobium_Ensifer
A00002962,g__Actinomyces
A00002965,g__Mycobacterium
A00002964,g__Salmonella
A00005547,g__Rhizobium
A00002967,g__Vibrio
A00002966,g__Campylobacter
A00005649,g__Streptococcus
C00001229,g__Proteiniphilum
C00001228,g__Treponema
A00005648,g__Thioalkalivibrio
C00001225,o__Bacteroidales
C00001224,c__Alphaproteobacteria
C00001227n0,g__Desulfovibrio
C00001227n1,g__Desulfovibrio
C00001221,g__Desulfobulbus
C00001220,o__Bacteroidales
C00001223,o__Bacteroidales
C00001222n0,g__Sulfurospirillum
C00001222n1,g__Sulfurospirillum
C00001222n2,g__Sulfurospirillum
A00004859,g__Thermoanaerobacterium
A00004858,g__Leptospirillum
A00004857,g__Exiguobacterium
A00004856,g__Mycobacterium
A00004855,g__Cronobacter
A00004854,f__Methylacidiphilaceae
A00004853,f__Desulfobacteraceae
A00004852,g__Atopobium
A00004851,f__Sphingobacteriaceae
A00004850,g__Actinomyces_1
A00005545,g__Bacillus
C00000358,o__Acholeplasmatales
A00005511,g__Helicobacter
C00000356,g__Phascolarctobacterium
A00003116,g__Agrobacterium
C00000354,k__Bacteria
A00003114,g__Mariprofundus
C00000352,g__Eubacterium
C00000353,g__Escherichia
A00001908,f__Phycisphaeraceae
A00001909,o__Gemmatimonadales
A00001906,g__Leptospirillum
A00001907,g__Ignavibacterium
A00001904,g__Prevotella
A00001905,g__Prevotella
A00001902,g__Prevotella
A00001903,g__Prevotella
A00001900,g__Paraprevotella
A00001901,g__Pantoea
A00005421,g__Nitratireductor
A00002631,g__Rahnella
A00004185,g__Bifidobacterium
A00004184,g__Enterococcus
A00004187,g__Rhodobacter
A00004186,g__Bacteroides
A00004181,g__Corynebacterium
A00004180,g__Ignavibacterium
A00004183,g__Rothia
A00004182,g__Bifidobacterium
A00005422,g__Lactobacillus
A00004688,g__Escherichia
A00004689,g__Gordonia
A00004682,g__Enterococcus
